season,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,target
springer,feb,13,NH,1,Y,1,0.58,0.5455,0.19,0.3881,120
springer,feb,14,NH,1,Y,1,0.6,0.5909,0.15,0.4925,90
springer,feb,15,NH,1,Y,1,0.56,0.5303,0.21,0.6567,90
springer,feb,16,NH,1,Y,1,0.52,0.5,0.27,0.4627,118
springer,feb,17,NH,1,Y,1,0.46,0.4545,0.33,0.6119,243
springer,feb,18,NH,1,Y,1,0.4,0.4091,0.4,0.6119,205
springer,feb,19,NH,1,Y,1,0.38,0.3939,0.43,0.4925,98
springer,feb,20,NH,1,Y,1,0.36,0.3182,0.46,0.4627,70
springer,feb,21,NH,1,Y,1,0.36,0.3182,0.5,0.5224,43
springer,feb,22,NH,1,Y,1,0.34,0.2879,0.46,0.6567,45
springer,feb,23,NH,1,Y,1,0.32,0.2879,0.49,0.4925,20
springer,feb,0,NH,2,Y,1,0.3,0.2727,0.49,0.4179,19
springer,feb,1,NH,2,Y,1,0.3,0.2424,0.42,0.7761,5
springer,feb,2,NH,2,Y,1,0.28,0.2273,0.41,0.6866,3
springer,feb,4,NH,2,Y,1,0.22,0.1818,0.37,0.5224,1
springer,feb,5,NH,2,Y,1,0.22,0.1818,0.32,0.4627,4
springer,feb,6,NH,2,Y,1,0.2,0.1818,0.32,0.3284,30
springer,feb,7,NH,2,Y,1,0.2,0.1818,0.32,0.3582,105
springer,feb,8,NH,2,Y,1,0.2,0.1818,0.32,0.3582,223
springer,feb,9,NH,2,Y,1,0.22,0.197,0.29,0.4478,110
springer,feb,10,NH,2,Y,1,0.24,0.2121,0.27,0.2836,52
springer,feb,11,NH,2,Y,1,0.26,0.2424,0.25,0.2537,57
springer,feb,12,NH,2,Y,1,0.28,0.2727,0.24,0.2537,71
springer,feb,13,NH,2,Y,1,0.32,0.303,0.21,0.2239,82
springer,feb,14,NH,2,Y,1,0.34,0.3182,0.19,0.2239,79
springer,feb,15,NH,2,Y,1,0.34,0.3333,0.19,0.1642,85
springer,feb,16,NH,2,Y,1,0.34,0.3182,0.19,0.2537,98
springer,feb,17,NH,2,Y,1,0.32,0.303,0.22,0.2239,206
springer,feb,18,NH,2,Y,1,0.3,0.303,0.22,0.1343,212
springer,feb,19,NH,2,Y,1,0.28,0.2879,0.26,0.1343,145
springer,feb,20,NH,2,Y,1,0.26,0.2727,0.33,0.1045,101
springer,feb,21,NH,2,Y,1,0.24,0.2879,0.52,0,66
springer,feb,22,NH,2,Y,1,0.24,0.2879,0.44,0,41
springer,feb,23,NH,2,Y,2,0.22,0.2576,0.44,0.0896,20
springer,feb,0,NH,3,Y,1,0.22,0.2576,0.41,0.0896,15
springer,feb,1,NH,3,Y,1,0.2,0.2273,0.44,0.0896,9
springer,feb,3,NH,3,Y,2,0.2,0.197,0.47,0.194,1
springer,feb,4,NH,3,Y,1,0.2,0.197,0.51,0.194,1
springer,feb,5,NH,3,Y,1,0.2,0.197,0.47,0.194,5
springer,feb,6,NH,3,Y,1,0.2,0.197,0.55,0.2239,33
springer,feb,7,NH,3,Y,2,0.2,0.197,0.55,0.2239,108
springer,feb,8,NH,3,Y,2,0.22,0.2273,0.55,0.1642,230
springer,feb,9,NH,3,Y,1,0.24,0.2121,0.52,0.2836,124
springer,feb,10,NH,3,Y,1,0.26,0.2273,0.41,0.3881,69
springer,feb,11,NH,3,Y,1,0.34,0.303,0.34,0.2985,66
springer,feb,12,NH,3,Y,1,0.38,0.3939,0.32,0.3284,86
springer,feb,13,NH,3,Y,1,0.42,0.4242,0.3,0.3582,93
springer,feb,14,NH,3,Y,1,0.46,0.4545,0.28,0.4179,82
springer,feb,15,NH,3,Y,1,0.46,0.4545,0.28,0.4179,117
springer,feb,16,NH,3,Y,1,0.46,0.4545,0.31,0.3881,122
springer,feb,17,NH,3,Y,1,0.46,0.4545,0.28,0.2836,255
springer,feb,18,NH,3,Y,1,0.4,0.4091,0.4,0.2239,222
springer,feb,19,NH,3,Y,1,0.34,0.3182,0.53,0.2239,161
springer,feb,20,NH,3,Y,1,0.38,0.3939,0.43,0.194,118
springer,feb,21,NH,3,Y,1,0.36,0.3485,0.46,0.194,92
springer,feb,22,NH,3,Y,1,0.34,0.3333,0.53,0.194,73
springer,feb,23,NH,3,Y,1,0.38,0.3939,0.4,0.2239,33
springer,feb,0,NH,4,Y,1,0.34,0.3333,0.53,0.194,17
springer,feb,1,NH,4,Y,1,0.34,0.3182,0.53,0.2239,6
springer,feb,2,NH,4,Y,2,0.34,0.3182,0.53,0.2239,6
springer,feb,3,NH,4,Y,1,0.34,0.3333,0.53,0.194,4
springer,feb,4,NH,4,Y,1,0.32,0.3182,0.57,0.194,4
springer,feb,5,NH,4,Y,1,0.32,0.3333,0.66,0.0896,12
springer,feb,6,NH,4,Y,1,0.3,0.303,0.7,0.1343,47
springer,feb,7,NH,4,Y,1,0.32,0.3333,0.57,0.1045,126
springer,feb,8,NH,4,Y,1,0.32,0.3333,0.57,0.0896,285
springer,feb,9,NH,4,Y,1,0.36,0.3485,0.57,0.194,179
springer,feb,10,NH,4,Y,1,0.38,0.3939,0.54,0.194,88
springer,feb,11,NH,4,Y,2,0.44,0.4394,0.44,0.2537,90
springer,feb,12,NH,4,Y,1,0.48,0.4697,0.41,0.2239,101
springer,feb,13,NH,4,Y,1,0.54,0.5152,0.34,0.2239,123
springer,feb,14,NH,4,Y,1,0.6,0.6212,0.31,0.2239,81
springer,feb,15,NH,4,Y,1,0.6,0.6061,0.28,0.2537,106
springer,feb,16,NH,4,Y,2,0.56,0.5303,0.35,0.2985,146
springer,feb,17,NH,4,Y,2,0.58,0.5455,0.32,0.2985,274
springer,feb,18,NH,4,Y,2,0.54,0.5152,0.42,0.2836,222
springer,feb,19,NH,4,Y,1,0.48,0.4697,0.55,0.3284,175
springer,feb,20,NH,4,Y,1,0.48,0.4697,0.59,0.3284,139
springer,feb,21,NH,4,Y,1,0.52,0.5,0.55,0.3881,124
springer,feb,22,NH,4,Y,1,0.5,0.4848,0.59,0.2836,76
springer,feb,23,NH,4,Y,1,0.46,0.4545,0.67,0.2985,44
springer,feb,0,NH,5,Y,1,0.44,0.4394,0.72,0.2836,32
springer,feb,1,NH,5,Y,1,0.44,0.4394,0.72,0.2239,8
springer,feb,2,NH,5,Y,1,0.44,0.4394,0.72,0.2836,7
springer,feb,3,NH,5,Y,1,0.46,0.4545,0.67,0.2537,8
springer,feb,4,NH,5,Y,1,0.46,0.4545,0.67,0.2537,1
springer,feb,5,NH,5,Y,2,0.46,0.4545,0.67,0.1045,7
springer,feb,6,NH,5,Y,2,0.44,0.4394,0.72,0.1642,50
springer,feb,7,NH,5,Y,2,0.42,0.4242,0.77,0.2239,116
springer,feb,8,NH,5,Y,2,0.42,0.4242,0.77,0.194,272
springer,feb,9,NH,5,Y,2,0.42,0.4242,0.77,0.194,169
springer,feb,10,NH,5,Y,2,0.44,0.4394,0.72,0.2239,95
springer,feb,11,NH,5,Y,1,0.44,0.4394,0.72,0.1642,113
springer,feb,12,NH,5,Y,1,0.5,0.4848,0.59,0.194,185
springer,feb,13,NH,5,Y,1,0.6,0.6212,0.43,0.194,176
springer,feb,14,NH,5,Y,1,0.66,0.6212,0.36,0.2985,191
springer,feb,15,NH,5,Y,1,0.66,0.6212,0.36,0.3284,172
springer,feb,16,NH,5,Y,1,0.66,0.6212,0.36,0.2836,232
springer,feb,17,NH,5,Y,1,0.66,0.6212,0.34,0.3582,327
springer,feb,18,NH,5,Y,1,0.64,0.6212,0.33,0.3284,224
springer,feb,19,NH,5,Y,1,0.62,0.6212,0.29,0.5821,162
springer,feb,20,NH,5,Y,1,0.6,0.6212,0.31,0.194,124
springer,feb,21,NH,5,Y,1,0.58,0.5455,0.21,0.4925,72
springer,feb,22,NH,5,Y,1,0.54,0.5152,0.1,0.2537,107
springer,feb,23,NH,5,Y,1,0.52,0.5,0.08,0.2836,77
springer,feb,0,NH,6,N,1,0.48,0.4697,0.12,0.4925,29
springer,feb,1,NH,6,N,1,0.46,0.4545,0.14,0.4179,31
springer,feb,2,NH,6,N,1,0.44,0.4394,0.13,0.3881,17
springer,feb,3,NH,6,N,1,0.42,0.4242,0.14,0.2985,7
springer,feb,4,NH,6,N,1,0.4,0.4091,0.15,0.3284,3
springer,feb,5,NH,6,N,1,0.4,0.4091,0.15,0.3284,3
springer,feb,6,NH,6,N,1,0.4,0.4091,0.17,0.4179,6
springer,feb,7,NH,6,N,1,0.38,0.3939,0.17,0.5224,22
springer,feb,8,NH,6,N,1,0.38,0.3939,0.17,0.5821,45
springer,feb,9,NH,6,N,1,0.4,0.4091,0.16,0.6567,55
springer,feb,10,NH,6,N,1,0.42,0.4242,0.16,0.5821,106
springer,feb,11,NH,6,N,1,0.44,0.4394,0.16,0.5821,123
springer,feb,12,NH,6,N,1,0.44,0.4394,0.18,0.4925,119
springer,feb,13,NH,6,N,1,0.44,0.4394,0.16,0.6119,155
springer,feb,14,NH,6,N,1,0.46,0.4545,0.15,0.6567,196
springer,feb,15,NH,6,N,1,0.44,0.4394,0.16,0.7463,171
springer,feb,16,NH,6,N,1,0.44,0.4394,0.16,0.6418,120
springer,feb,17,NH,6,N,1,0.42,0.4242,0.19,0.6119,127
springer,feb,18,NH,6,N,1,0.36,0.3182,0.25,0.4478,88
springer,feb,19,NH,6,N,1,0.34,0.303,0.29,0.3582,59
springer,feb,20,NH,6,N,1,0.32,0.2879,0.28,0.5224,47
springer,feb,21,NH,6,N,1,0.32,0.2727,0.26,0.5522,33
springer,feb,22,NH,6,N,1,0.3,0.2576,0.28,0.4925,44
springer,feb,23,NH,6,N,1,0.28,0.2424,0.33,0.4478,29
springer,feb,0,NH,0,N,1,0.26,0.2121,0.35,0.4478,17
springer,feb,1,NH,0,N,1,0.24,0.197,0.41,0.4627,16
springer,feb,2,NH,0,N,1,0.24,0.197,0.41,0.5522,17
springer,feb,3,NH,0,N,1,0.22,0.1818,0.44,0.5522,18
springer,feb,4,NH,0,N,1,0.22,0.1818,0.44,0.5522,1
springer,feb,6,NH,0,N,1,0.2,0.1818,0.47,0.2985,2
springer,feb,7,NH,0,N,1,0.18,0.1667,0.51,0.2537,2
springer,feb,8,NH,0,N,1,0.2,0.2273,0.51,0.1045,24
springer,feb,9,NH,0,N,1,0.22,0.2121,0.47,0.2836,55
springer,feb,10,NH,0,N,2,0.26,0.2576,0.41,0.194,104
springer,feb,11,NH,0,N,2,0.3,0.303,0.33,0.1642,161
springer,feb,12,NH,0,N,1,0.3,0.3182,0.33,0.1045,182
springer,feb,13,NH,0,N,1,0.34,0.3333,0.29,0,198
springer,feb,14,NH,0,N,1,0.36,0.3485,0.27,0.1642,212
springer,feb,15,NH,0,N,1,0.36,0.3636,0.27,0.0896,168
springer,feb,16,NH,0,N,1,0.36,0.3636,0.29,0.0896,147
springer,feb,17,NH,0,N,1,0.34,0.3485,0.33,0.1642,146
springer,feb,18,NH,0,N,2,0.34,0.3333,0.36,0.1343,101
springer,feb,19,NH,0,N,2,0.34,0.3333,0.36,0.1343,42
springer,feb,20,NH,0,N,2,0.34,0.3636,0.42,0,42
springer,feb,21,NH,0,N,2,0.32,0.3485,0.53,0,56
springer,feb,22,NH,0,N,2,0.32,0.303,0.57,0.2239,47
springer,feb,23,NH,0,N,2,0.3,0.303,0.61,0.1642,54
springer,feb,0,H,1,N,2,0.34,0.303,0.42,0.3284,37
springer,feb,1,H,1,N,2,0.34,0.303,0.42,0.3284,13
springer,feb,2,H,1,N,2,0.34,0.303,0.42,0.3284,4
springer,feb,3,H,1,N,2,0.34,0.303,0.42,0.2985,5
springer,feb,4,H,1,N,1,0.32,0.3182,0.45,0.1642,1
springer,feb,5,H,1,N,2,0.34,0.3636,0.36,0,3
springer,feb,6,H,1,N,2,0.42,0.4242,0.26,0.2985,8
springer,feb,7,H,1,N,2,0.42,0.4242,0.26,0.2836,19
springer,feb,8,H,1,N,2,0.32,0.303,0.57,0.2985,63
springer,feb,9,H,1,N,2,0.32,0.303,0.57,0.2836,57
springer,feb,10,H,1,N,2,0.32,0.303,0.57,0.2537,81
springer,feb,11,H,1,N,2,0.32,0.3333,0.57,0.1045,90
springer,feb,12,H,1,N,2,0.32,0.3182,0.66,0.194,93
springer,feb,13,H,1,N,3,0.3,0.2727,0.81,0.3284,103
springer,feb,14,H,1,N,2,0.32,0.303,0.76,0.2537,116
springer,feb,15,H,1,N,2,0.3,0.2727,0.7,0.4478,87
springer,feb,16,H,1,N,3,0.28,0.2424,0.75,0.4179,56
springer,feb,17,H,1,N,2,0.28,0.2576,0.75,0.3881,80
springer,feb,18,H,1,N,2,0.24,0.2121,0.87,0.3582,66
springer,feb,19,H,1,N,2,0.24,0.2121,0.87,0.3582,49
springer,feb,20,H,1,N,3,0.24,0.2121,0.81,0.3881,29
springer,feb,21,H,1,N,3,0.22,0.197,0.75,0.4478,34
springer,feb,22,H,1,N,3,0.2,0.1667,0.75,0.4179,11
springer,feb,23,H,1,N,3,0.2,0.1667,0.75,0.4179,2
springer,feb,6,NH,2,Y,2,0.12,0.1212,0.8,0.2836,7
springer,feb,7,NH,2,Y,2,0.12,0.1212,0.8,0.2836,40
springer,feb,8,NH,2,Y,2,0.12,0.1212,0.8,0.2537,114
springer,feb,9,NH,2,Y,2,0.14,0.1212,0.74,0.2537,106
springer,feb,10,NH,2,Y,1,0.16,0.1818,0.69,0,44
springer,feb,11,NH,2,Y,1,0.16,0.2273,0.64,0,50
springer,feb,12,NH,2,Y,1,0.2,0.2273,0.59,0.1045,55
springer,feb,13,NH,2,Y,1,0.22,0.2273,0.55,0.1642,55
springer,feb,14,NH,2,Y,1,0.22,0.2273,0.55,0.194,58
springer,feb,15,NH,2,Y,1,0.24,0.2273,0.48,0.194,69
springer,feb,16,NH,2,Y,1,0.22,0.2273,0.51,0.1642,86
springer,feb,17,NH,2,Y,1,0.22,0.2121,0.51,0.2239,196
springer,feb,18,NH,2,Y,1,0.22,0.2273,0.47,0.1343,167
springer,feb,19,NH,2,Y,1,0.2,0.1818,0.47,0.2836,118
springer,feb,20,NH,2,Y,1,0.2,0.197,0.47,0.2239,105
springer,feb,21,NH,2,Y,1,0.2,0.197,0.47,0.2537,82
springer,feb,22,NH,2,Y,1,0.16,0.1515,0.43,0.2537,77
springer,feb,23,NH,2,Y,1,0.16,0.1515,0.43,0.2537,21
springer,feb,0,NH,3,Y,1,0.14,0.1364,0.5,0.194,6
springer,feb,1,NH,3,Y,1,0.14,0.1515,0.46,0.1642,4
springer,feb,2,NH,3,Y,1,0.12,0.1515,0.5,0.1343,1
springer,feb,3,NH,3,Y,1,0.12,0.1364,0.5,0.1642,2
springer,feb,5,NH,3,Y,1,0.12,0.1515,0.5,0.1045,8
springer,feb,6,NH,3,Y,1,0.12,0.1515,0.5,0.1045,36
springer,feb,7,NH,3,Y,1,0.12,0.1515,0.54,0.1343,96
springer,feb,8,NH,3,Y,1,0.14,0.1515,0.54,0.1642,235
springer,feb,9,NH,3,Y,1,0.18,0.2121,0.51,0.0896,139
springer,feb,10,NH,3,Y,1,0.2,0.2576,0.4,0,51
springer,feb,11,NH,3,Y,1,0.24,0.2576,0.41,0.1045,69
springer,feb,12,NH,3,Y,1,0.26,0.2879,0.35,0.0896,67
springer,feb,13,NH,3,Y,1,0.3,0.3182,0.28,0.0896,87
springer,feb,14,NH,3,Y,1,0.32,0.3333,0.29,0.1045,78
springer,feb,15,NH,3,Y,1,0.34,0.3485,0.25,0.0896,72
springer,feb,16,NH,3,Y,1,0.34,0.3636,0.25,0,94
springer,feb,17,NH,3,Y,1,0.34,0.3485,0.25,0.0896,222
springer,feb,18,NH,3,Y,1,0.32,0.3333,0.26,0.0896,209
springer,feb,19,NH,3,Y,1,0.3,0.3333,0.33,0,141
springer,feb,20,NH,3,Y,1,0.24,0.2424,0.6,0.1642,109
springer,feb,21,NH,3,Y,1,0.24,0.2879,0.48,0,91
springer,feb,22,NH,3,Y,1,0.24,0.2879,0.48,0,61
springer,feb,23,NH,3,Y,1,0.22,0.2576,0.55,0.0896,39
springer,feb,0,NH,4,Y,1,0.22,0.2576,0.55,0.0896,11
springer,feb,1,NH,4,Y,1,0.22,0.2576,0.6,0.0896,7
springer,feb,2,NH,4,Y,1,0.2,0.2273,0.64,0.0896,4
springer,feb,3,NH,4,Y,1,0.2,0.2121,0.64,0.1343,2
springer,feb,5,NH,4,Y,1,0.2,0.2121,0.69,0.1343,4
springer,feb,6,NH,4,Y,1,0.2,0.197,0.69,0.194,58
springer,feb,7,NH,4,Y,1,0.2,0.197,0.72,0.194,104
springer,feb,8,NH,4,Y,1,0.24,0.2273,0.7,0.2239,252
springer,feb,9,NH,4,Y,2,0.24,0.2121,0.75,0.2985,137
springer,feb,10,NH,4,Y,2,0.26,0.2424,0.7,0.2836,57
springer,feb,11,NH,4,Y,2,0.32,0.2879,0.57,0.3881,79
springer,feb,12,NH,4,Y,2,0.36,0.3333,0.53,0.3582,95
springer,feb,13,NH,4,Y,2,0.38,0.3939,0.54,0.2985,88
springer,feb,14,NH,4,Y,2,0.4,0.4091,0.5,0.2985,69
springer,feb,15,NH,4,Y,3,0.4,0.4091,0.54,0.3881,63
springer,feb,16,NH,4,Y,3,0.38,0.3939,0.62,0.2836,71
springer,feb,17,NH,4,Y,3,0.36,0.3485,0.66,0.194,177
springer,feb,18,NH,4,Y,2,0.34,0.303,0.87,0.3284,137
springer,feb,19,NH,4,Y,3,0.34,0.303,0.93,0.2985,115
springer,feb,20,NH,4,Y,2,0.34,0.303,0.93,0.3582,89
springer,feb,21,NH,4,Y,2,0.34,0.303,0.87,0.3284,83
springer,feb,22,NH,4,Y,3,0.34,0.3182,0.87,0.2836,55
springer,feb,23,NH,4,Y,2,0.32,0.303,0.93,0.2239,50
springer,feb,0,NH,5,Y,3,0.32,0.3485,0.93,0,9
springer,feb,1,NH,5,Y,2,0.32,0.3485,1,0,10
springer,feb,2,NH,5,Y,2,0.32,0.3485,1,0,3
springer,feb,3,NH,5,Y,2,0.32,0.3333,0.93,0.1045,2
springer,feb,5,NH,5,Y,2,0.32,0.3333,0.93,0.1045,6
springer,feb,6,NH,5,Y,3,0.34,0.3485,0.93,0.0896,11
springer,feb,7,NH,5,Y,3,0.34,0.3333,1,0.1343,35
springer,feb,8,NH,5,Y,3,0.36,0.3485,0.93,0.1343,73
springer,feb,9,NH,5,Y,3,0.34,0.303,0.93,0.3582,114
springer,feb,10,NH,5,Y,3,0.42,0.4242,0.94,0.3284,49
springer,feb,11,NH,5,Y,1,0.52,0.5,0.77,0.4478,59
springer,feb,12,NH,5,Y,3,0.54,0.5152,0.6,0.4627,115
springer,feb,13,NH,5,Y,3,0.54,0.5152,0.6,0.4627,83
springer,feb,14,NH,5,Y,3,0.56,0.5303,0.56,0.6119,85
springer,feb,15,NH,5,Y,1,0.46,0.4545,0.41,0.806,55
springer,feb,16,NH,5,Y,1,0.32,0.2879,0.49,0.4627,102
springer,feb,17,NH,5,Y,1,0.32,0.2727,0.49,0.7463,189
springer,feb,18,NH,5,Y,1,0.32,0.2879,0.49,0.4925,157
springer,feb,19,NH,5,Y,1,0.3,0.2727,0.52,0.4478,90
springer,feb,20,NH,5,Y,1,0.3,0.2576,0.49,0.6119,62
springer,feb,21,NH,5,Y,1,0.28,0.2576,0.48,0.3881,63
springer,feb,22,NH,5,Y,1,0.26,0.2121,0.48,0.4478,50
springer,feb,23,NH,5,Y,1,0.26,0.2273,0.48,0.3284,39
springer,feb,0,NH,6,N,1,0.24,0.2273,0.52,0.194,28
springer,feb,1,NH,6,N,1,0.24,0.2121,0.52,0.2985,27
springer,feb,2,NH,6,N,1,0.22,0.197,0.6,0.3582,12
springer,feb,3,NH,6,N,1,0.22,0.2273,0.55,0.1343,8
springer,feb,4,NH,6,N,2,0.22,0.2576,0.6,0.0896,2
springer,feb,5,NH,6,N,2,0.22,0.2424,0.64,0.1045,10
springer,feb,6,NH,6,N,1,0.22,0.2727,0.6,0,7
springer,feb,7,NH,6,N,1,0.22,0.2576,0.6,0.0896,22
springer,feb,8,NH,6,N,2,0.24,0.2879,0.6,0,57
springer,feb,9,NH,6,N,2,0.26,0.2576,0.56,0.1642,74
springer,feb,10,NH,6,N,2,0.3,0.303,0.49,0.1343,85
springer,feb,11,NH,6,N,1,0.3,0.3333,0.45,0,126
springer,feb,12,NH,6,N,2,0.32,0.3182,0.45,0.1642,160
springer,feb,13,NH,6,N,2,0.34,0.3182,0.42,0.2537,174
springer,feb,14,NH,6,N,2,0.34,0.303,0.36,0.3284,211
springer,feb,15,NH,6,N,2,0.36,0.3333,0.4,0.2836,165
springer,feb,16,NH,6,N,1,0.36,0.3333,0.46,0.2836,171
springer,feb,17,NH,6,N,1,0.36,0.3485,0.43,0.2239,183
springer,feb,18,NH,6,N,1,0.34,0.3333,0.46,0.194,137
springer,feb,19,NH,6,N,1,0.32,0.303,0.49,0.2537,94
springer,feb,20,NH,6,N,1,0.3,0.303,0.56,0.1642,68
springer,feb,21,NH,6,N,1,0.28,0.2727,0.65,0.2537,68
springer,feb,22,NH,6,N,1,0.28,0.2727,0.75,0.2239,46
springer,feb,23,NH,6,N,1,0.28,0.2576,0.75,0.2836,34
springer,feb,0,NH,0,N,1,0.26,0.2424,0.87,0.2836,34
springer,feb,1,NH,0,N,1,0.26,0.2576,0.87,0.194,37
springer,feb,2,NH,0,N,1,0.26,0.2727,0.87,0.1343,22
springer,feb,3,NH,0,N,1,0.26,0.2879,0.87,0.0896,11
springer,feb,4,NH,0,N,1,0.24,0.2424,0.87,0.1343,2
springer,feb,6,NH,0,N,1,0.24,0.2879,0.87,0,3
springer,feb,7,NH,0,N,1,0.24,0.2424,0.87,0.1343,14
springer,feb,8,NH,0,N,1,0.26,0.303,0.87,0,35
springer,feb,9,NH,0,N,1,0.28,0.303,0.87,0.0896,59
springer,feb,10,NH,0,N,1,0.3,0.303,0.81,0.1642,103
springer,feb,11,NH,0,N,1,0.36,0.3485,0.62,0.1343,125
springer,feb,12,NH,0,N,1,0.4,0.4091,0.54,0.0896,193
springer,feb,13,NH,0,N,1,0.42,0.4242,0.47,0,259
springer,feb,14,NH,0,N,1,0.44,0.4394,0.47,0.0896,282
springer,feb,15,NH,0,N,1,0.46,0.4545,0.44,0.1343,261
springer,feb,16,NH,0,N,1,0.48,0.4697,0.44,0.1642,268
springer,feb,17,NH,0,N,1,0.42,0.4242,0.54,0.194,187
springer,feb,18,NH,0,N,1,0.4,0.4091,0.54,0.194,127
springer,feb,19,NH,0,N,1,0.4,0.4091,0.54,0.1343,102
springer,feb,20,NH,0,N,1,0.4,0.4091,0.54,0.0896,81
springer,feb,21,NH,0,N,1,0.38,0.3939,0.62,0.1642,69
springer,feb,22,NH,0,N,2,0.38,0.3939,0.62,0.1045,69
springer,feb,23,NH,0,N,2,0.36,0.3485,0.62,0.1642,59
springer,feb,0,NH,1,Y,2,0.36,0.3636,0.66,0.1045,30
springer,feb,1,NH,1,Y,3,0.34,0.303,0.87,0.3582,8
springer,feb,3,NH,1,Y,3,0.32,0.3182,0.93,0.1642,1
springer,feb,5,NH,1,Y,2,0.34,0.3636,0.93,0,5
springer,feb,6,NH,1,Y,2,0.34,0.3485,0.96,0.1045,28
springer,feb,7,NH,1,Y,2,0.36,0.3636,0.93,0.1045,92
springer,feb,8,NH,1,Y,2,0.34,0.303,0.93,0.2985,255
springer,feb,9,NH,1,Y,1,0.42,0.4242,0.82,0.2836,142
springer,feb,10,NH,1,Y,2,0.52,0.5,0.72,0.4925,92
springer,feb,11,NH,1,Y,2,0.56,0.5303,0.64,0.2985,87
springer,feb,12,NH,1,Y,2,0.56,0.5303,0.64,0.2985,36
springer,feb,13,NH,1,Y,3,0.46,0.4545,0.94,0.2239,32
springer,feb,14,NH,1,Y,3,0.42,0.4242,1,0.2985,25
springer,feb,15,NH,1,Y,3,0.42,0.4242,1,0.2985,35
springer,feb,16,NH,1,Y,3,0.42,0.4242,1,0.1343,42
springer,feb,17,NH,1,Y,3,0.4,0.4091,1,0.2985,79
springer,feb,18,NH,1,Y,3,0.46,0.4545,0.94,0.194,131
springer,feb,19,NH,1,Y,3,0.44,0.4394,0.88,0.6119,80
springer,feb,20,NH,1,Y,3,0.44,0.4394,0.88,0.6119,45
springer,feb,21,NH,1,Y,2,0.38,0.3939,0.87,0.3881,80
springer,feb,22,NH,1,Y,3,0.34,0.303,0.93,0.4179,76
springer,feb,23,NH,1,Y,2,0.32,0.2879,0.81,0.3881,45
springer,mar,0,NH,2,Y,1,0.3,0.2727,0.7,0.4627,7
springer,mar,1,NH,2,Y,1,0.26,0.2273,0.7,0.3582,3
springer,mar,2,NH,2,Y,1,0.24,0.2121,0.65,0.3881,4
springer,mar,3,NH,2,Y,1,0.22,0.2121,0.69,0.2836,2
springer,mar,4,NH,2,Y,1,0.22,0.2121,0.69,0.2537,1
springer,mar,5,NH,2,Y,1,0.2,0.1818,0.64,0.2836,2
springer,mar,6,NH,2,Y,1,0.2,0.1818,0.59,0.2985,46
springer,mar,7,NH,2,Y,1,0.2,0.1818,0.59,0.3284,107
springer,mar,8,NH,2,Y,1,0.2,0.1818,0.59,0.3881,214
springer,mar,9,NH,2,Y,1,0.22,0.197,0.55,0.4179,124
springer,mar,10,NH,2,Y,1,0.24,0.2121,0.52,0.2836,68
springer,mar,11,NH,2,Y,1,0.28,0.2727,0.45,0.2537,56
springer,mar,12,NH,2,Y,1,0.3,0.303,0.39,0.1343,86
springer,mar,13,NH,2,Y,1,0.32,0.3485,0.39,0,78
springer,mar,14,NH,2,Y,1,0.32,0.3333,0.36,0.1343,79
springer,mar,15,NH,2,Y,1,0.34,0.3636,0.34,0,64
springer,mar,16,NH,2,Y,1,0.34,0.3485,0.34,0.0896,102
springer,mar,17,NH,2,Y,1,0.34,0.3485,0.34,0.0896,242
springer,mar,18,NH,2,Y,1,0.32,0.3182,0.39,0.194,224
springer,mar,19,NH,2,Y,1,0.3,0.303,0.49,0.1343,119
springer,mar,20,NH,2,Y,1,0.3,0.3182,0.61,0.0896,88
springer,mar,21,NH,2,Y,1,0.26,0.303,0.56,0,63
springer,mar,22,NH,2,Y,1,0.24,0.2727,0.62,0.1045,47
springer,mar,23,NH,2,Y,1,0.24,0.2273,0.65,0.2239,25
springer,mar,0,NH,3,Y,1,0.22,0.2273,0.69,0.1642,8
springer,mar,1,NH,3,Y,1,0.22,0.2273,0.69,0.194,4
springer,mar,2,NH,3,Y,1,0.22,0.2273,0.69,0.194,2
springer,mar,3,NH,3,Y,1,0.22,0.2121,0.69,0.2836,4
springer,mar,4,NH,3,Y,1,0.2,0.2121,0.75,0.1343,1
springer,mar,5,NH,3,Y,1,0.22,0.2121,0.69,0.2239,5
springer,mar,6,NH,3,Y,1,0.22,0.2121,0.55,0.2537,40
springer,mar,7,NH,3,Y,1,0.22,0.2121,0.64,0.2537,110
springer,mar,8,NH,3,Y,1,0.24,0.2121,0.65,0.2836,256
springer,mar,9,NH,3,Y,1,0.28,0.2576,0.56,0.2985,148
springer,mar,10,NH,3,Y,1,0.32,0.303,0.49,0.2836,76
springer,mar,11,NH,3,Y,1,0.34,0.303,0.53,0.3284,73
springer,mar,12,NH,3,Y,1,0.4,0.4091,0.43,0.194,82
springer,mar,13,NH,3,Y,1,0.5,0.4848,0.25,0,125
springer,mar,14,NH,3,Y,1,0.52,0.5,0.23,0.2985,96
springer,mar,15,NH,3,Y,1,0.54,0.5152,0.19,0.4179,110
springer,mar,16,NH,3,Y,1,0.54,0.5152,0.19,0.3284,139
springer,mar,17,NH,3,Y,1,0.5,0.4848,0.23,0.2836,268
springer,mar,18,NH,3,Y,1,0.46,0.4545,0.23,0.4925,201
springer,mar,19,NH,3,Y,1,0.4,0.4091,0.28,0.5224,150
